760505847.00,3054.00,7.90
309404152.00,1238.00,7.10
200074175.00,994.00,6.80
448130642.00,2701.00,8.50
73058679.00,738.00,6.60
336530303.00,1902.00,6.20
200807262.00,387.00,7.80
458991599.00,1117.00,7.50
301956980.00,973.00,7.50
330249062.00,3018.00,6.90
200069408.00,2367.00,6.10
168368427.00,1243.00,6.70
423032628.00,1832.00,7.30
89289910.00,711.00,6.50
291021565.00,2536.00,7.20
141614023.00,438.00,6.60
623279547.00,1722.00,8.10
241063875.00,484.00,6.70
179020854.00,341.00,6.80
255108370.00,802.00,7.50
262030663.00,1225.00,7.00
105219735.00,546.00,6.70
258355354.00,951.00,7.90
70083519.00,666.00,6.10
218051260.00,2618.00,7.20
658672302.00,2528.00,7.70
407197282.00,1022.00,8.20
65173160.00,751.00,5.90
652177271.00,1290.00,7.00
304360277.00,1498.00,7.80
373377893.00,1303.00,7.30
408992272.00,1187.00,7.20
334185206.00,736.00,6.50
234360014.00,1912.00,6.80
268488329.00,265.00,7.30
402076689.00,1439.00,6.00
245428137.00,918.00,5.70
234903076.00,511.00,6.40
202853933.00,1067.00,6.70
172051787.00,665.00,6.80
191450875.00,283.00,6.30
116593191.00,550.00,5.60
414984497.00,733.00,8.30
125320003.00,974.00,6.60
350034110.00,657.00,7.20
202351611.00,995.00,7.00
233914986.00,752.00,8.00
228756232.00,1171.00,7.80
65171860.00,205.00,6.30
144812796.00,753.00,7.30
90755643.00,453.00,6.60
101785482.00,1106.00,7.00
352358779.00,899.00,6.30
317011114.00,2054.00,6.20
123070338.00,345.00,6.80
237282182.00,428.00,7.20
130468626.00,432.00,7.50
223806889.00,1043.00,8.40
140080850.00,221.00,6.20
166112167.00,1055.00,5.80
137850096.00,249.00,6.80
47375327.00,720.00,5.40
124051759.00,239.00,6.60
291709845.00,1463.00,6.90
154985087.00,622.00,7.30
533316061.00,4667.00,9.00
292979556.00,704.00,8.30
198332128.00,187.00,6.50
318298180.00,1055.00,7.90
73820094.00,678.00,7.50
113745408.00,648.00,4.80
102176165.00,501.00,5.20
161087183.00,971.00,6.90
100289690.00,257.00,5.40
100189501.00,741.00,7.90
88246220.00,309.00,6.10
150167630.00,534.00,5.80
356454367.00,773.00,8.30
362645141.00,398.00,7.80
312057433.00,723.00,7.00
155111815.00,710.00,6.10
241407328.00,634.00,7.00
208543795.00,620.00,7.60
38297305.00,324.00,6.30
259746958.00,742.00,7.80
238371987.00,173.00,6.40
93417865.00,497.00,6.50
222487711.00,433.00,7.90
189412677.00,345.00,7.80
665426.00,444.00,6.60
102315545.00,520.00,5.50
217387997.00,492.00,8.20
150350192.00,1676.00,6.40
333130696.00,1097.00,8.10
187991439.00,2725.00,8.60
292568851.00,2803.00,8.80
303001229.00,1367.00,7.90
144512310.00,988.00,6.70
127490802.00,822.00,7.80
146405371.00,698.00,7.80
281666058.00,383.00,6.60
63143812.00,238.00,6.10
60655503.00,629.00,5.60
76846624.00,131.00,6.40
320706665.00,326.00,6.10
46978995.00,781.00,7.30
89732035.00,867.00,6.60
104383624.00,227.00,6.30
198539855.00,1999.00,6.10
318759914.00,1782.00,7.10
34293771.00,1390.00,5.50
292000866.00,1108.00,7.50
289994397.00,1896.00,7.60
227946274.00,590.00,6.40
256386216.00,1413.00,7.20
206456431.00,1361.00,6.70
206435493.00,626.00,8.00
205343774.00,2685.00,8.30
179982968.00,119.00,6.70
177243721.00,209.00,5.90
179883016.00,641.00,6.70
139259759.00,2121.00,6.70
400736600.00,904.00,7.60
281492479.00,2789.00,7.20
206360018.00,532.00,7.10
153629485.00,1588.00,8.10
133375846.00,435.00,6.70
181015141.00,738.00,7.00
114053579.00,178.00,6.90
119420252.00,90.00,5.10
83640426.00,253.00,5.80
79711678.00,479.00,6.20
195000874.00,440.00,7.40
61937495.00,432.00,5.80
124051759.00,239.00,6.60
126597121.00,206.00,6.20
165230261.00,209.00,7.30
131564731.00,1382.00,4.20
133382309.00,871.00,6.90
73103784.00,434.00,6.40
21379315.00,112.00,5.40
64459316.00,122.00,6.70
34964818.00,186.00,5.80
111505642.00,130.00,6.90
133228348.00,1694.00,7.20
216366733.00,154.00,6.90
160201106.00,1185.00,6.10
118099659.00,1211.00,5.50
201573391.00,1171.00,6.60
190418803.00,606.00,6.10
82161969.00,505.00,6.30
143523463.00,145.00,7.20
209364921.00,512.00,7.40
103400692.00,174.00,7.30
110332737.00,258.00,6.10
111110575.00,928.00,7.70
65007045.00,657.00,6.10
257704099.00,1559.00,8.00
403706375.00,2012.00,7.30
176997107.00,343.00,7.90
31141074.00,273.00,5.50
31704416.00,388.00,5.00
107503316.00,1229.00,7.70
129734803.00,287.00,6.60
132122995.00,1445.00,5.70
122512052.00,288.00,5.80
68642452.00,463.00,6.00
32131830.00,788.00,6.40
176636816.00,679.00,6.90
126930660.00,683.00,6.40
93926386.00,684.00,7.40
292298923.00,329.00,5.50
63992328.00,79.00,5.90
134518390.00,643.00,6.80
52792307.00,106.00,6.80
183635922.00,1188.00,8.10
83024900.00,90.00,6.50
123207194.00,337.00,7.20
83348920.00,118.00,6.70
227137090.00,820.00,8.10
215395021.00,360.00,7.60
180191634.00,549.00,7.40
424645577.00,706.00,7.60
292298923.00,329.00,5.50
177343675.00,214.00,6.70
234277056.00,2741.00,6.50
138396624.00,511.00,6.60
149234747.00,137.00,6.70
118311368.00,514.00,6.40
101160529.00,1240.00,5.80
77564037.00,447.00,7.40
249358727.00,1504.00,7.80
49551662.00,450.00,6.60
60522097.00,744.00,4.90
137748063.00,241.00,6.50
113733726.00,126.00,6.20
148337537.00,187.00,7.30
317557891.00,1571.00,7.50
33592415.00,210.00,5.60
305388685.00,2113.00,8.10
337103873.00,591.00,6.70
217536138.00,1966.00,6.60
131536019.00,99.00,6.40
214948780.00,1055.00,7.50
209805005.00,366.00,7.30
186830669.00,412.00,7.50
163192114.00,637.00,5.80
119412921.00,391.00,7.50
32694788.00,546.00,6.60
113165635.00,504.00,6.70
107285004.00,1018.00,3.70
260031035.00,482.00,6.00
186739919.00,1159.00,6.40
215397307.00,1426.00,6.10
182618434.00,779.00,6.40
131920333.00,436.00,5.60
124976634.00,755.00,8.00
115802596.00,681.00,5.20
108521835.00,297.00,7.10
100685880.00,554.00,4.80
126464904.00,2326.00,7.00
64736114.00,69.00,5.40
93050117.00,814.00,6.60
57637485.00,666.00,6.70
58607007.00,630.00,6.20
43929341.00,414.00,6.10
30212620.00,196.00,5.30
76418654.00,348.00,6.30
89021735.00,892.00,7.00
380262555.00,3286.00,7.60
310675583.00,3516.00,6.70
289907418.00,593.00,8.10
132550960.00,533.00,6.70
474544677.00,3597.00,6.50
187165546.00,195.00,7.30
40911830.00,454.00,6.00
47952020.00,134.00,6.10
190871240.00,491.00,5.90
274084951.00,1885.00,7.80
67155742.00,277.00,5.80
81638674.00,115.00,6.30
56114221.00,695.00,4.30
250863268.00,444.00,6.40
155181732.00,499.00,6.10
125332007.00,328.00,6.50
113330342.00,1144.00,7.10
125531634.00,627.00,6.40
186336103.00,798.00,6.50
129995817.00,258.00,6.30
102608827.00,799.00,7.50
42776259.00,121.00,4.90
98780042.00,443.00,5.80
106369117.00,523.00,6.20
142614158.00,153.00,5.50
50026353.00,88.00,5.40
66002193.00,144.00,5.80
85463309.00,426.00,7.10
71017784.00,59.00,5.40
48068396.00,248.00,3.70
61656849.00,554.00,6.70
134520804.00,782.00,7.20
313837577.00,5060.00,8.80
24004159.00,191.00,5.80
58183966.00,386.00,6.80
100446895.00,456.00,3.80
144795350.00,789.00,7.10
47396698.00,942.00,7.20
140015224.00,179.00,5.90
104374107.00,214.00,7.10
228430993.00,1023.00,8.10
35799026.00,899.00,6.90
6712451.00,89.00,4.40
101643008.00,498.00,6.50
187670866.00,2368.00,8.50
132014112.00,1331.00,7.70
261970615.00,858.00,7.40
167007184.00,2301.00,8.00
180011740.00,1368.00,5.70
204843350.00,983.00,8.50
97030725.00,585.00,7.00
130127620.00,458.00,7.80
146282411.00,351.00,7.20
65452312.00,285.00,6.40
148383780.00,152.00,5.50
119219978.00,316.00,6.70
101228120.00,131.00,6.10
162804648.00,1193.00,8.50
100117603.00,230.00,6.90
89296573.00,297.00,7.30
85017401.00,474.00,6.70
173005002.00,692.00,6.90
75030163.00,1690.00,5.10
77222184.00,388.00,6.80
34964818.00,186.00,5.80
107515297.00,113.00,6.70
67631157.00,374.00,6.00
66862068.00,524.00,5.70
57366262.00,657.00,8.00
116866727.00,1138.00,8.20
184031112.00,539.00,5.40
54700065.00,1049.00,7.20
27098580.00,828.00,7.50
55673333.00,160.00,7.00
40198710.00,660.00,3.30
72660029.00,269.00,6.00
38120554.00,217.00,7.10
49392095.00,224.00,5.40
39292022.00,351.00,6.10
28772222.00,163.00,5.30
17010646.00,239.00,2.20
24985612.00,161.00,7.00
4411102.00,164.00,3.80
35024475.00,261.00,6.90
130174897.00,155.00,7.20
10200000.00,263.00,7.30
202007640.00,890.00,6.30
77679638.00,1166.00,7.50
9213.00,130.00,7.60
58867694.00,112.00,6.80
59475623.00,407.00,5.20
108638745.00,1103.00,7.70
86897182.00,177.00,6.20
63540020.00,742.00,7.70
95328937.00,293.00,4.30
50802661.00,139.00,6.90
161317423.00,139.00,6.60
201148159.00,322.00,7.00
43982842.00,593.00,6.70
380838870.00,866.00,8.20
377019252.00,3189.00,8.90
340478898.00,2417.00,8.70
17176900.00,154.00,5.50
131144183.00,824.00,5.70
23014504.00,462.00,6.30
181166115.00,1236.00,5.90
176740650.00,646.00,7.60
71148699.00,125.00,6.60
67344392.00,503.00,5.30
22406362.00,267.00,6.00
261437578.00,815.00,8.00
11000000.00,169.00,5.60
88761720.00,419.00,5.90
250147615.00,289.00,7.30
245823397.00,515.00,7.90
81557479.00,326.00,6.80
226138454.00,394.00,6.60
155370362.00,683.00,6.60
124870275.00,156.00,7.00
196573705.00,132.00,7.00
58229120.00,515.00,7.30
125305545.00,643.00,5.50
132373442.00,2054.00,8.50
120618403.00,222.00,7.50
110416702.00,577.00,7.00
102515793.00,632.00,7.80
100012500.00,346.00,7.60
209019489.00,621.00,7.60
84037039.00,289.00,6.80
85884815.00,53.00,5.00
83077470.00,440.00,7.10
100018837.00,380.00,5.50
78747585.00,342.00,5.60
78616689.00,2153.00,7.10
75817994.00,179.00,4.90
100853835.00,611.00,7.40
73209340.00,628.00,5.70
72515360.00,411.00,6.40
68558662.00,204.00,5.90
65653758.00,316.00,5.50
64685359.00,139.00,6.90
61355436.00,184.00,6.20
26871.00,361.00,7.00
60874615.00,949.00,5.60
143618384.00,186.00,7.00
58220776.00,362.00,6.80
47474112.00,181.00,5.40
42877165.00,114.00,6.10
35168677.00,278.00,6.70
56114221.00,695.00,4.30
37567440.00,337.00,6.90
61644321.00,529.00,8.00
190562.00,24.00,4.40
120147445.00,455.00,7.30
241688385.00,395.00,6.30
144512310.00,988.00,6.70
233630478.00,1051.00,7.70
197992827.00,548.00,6.50
176049130.00,806.00,7.80
172620724.00,393.00,6.40
183405771.00,845.00,7.80
20315324.00,254.00,5.80
148313048.00,168.00,7.10
127706877.00,399.00,7.10
126149655.00,276.00,6.80
66941559.00,77.00,4.80
