78009155.00,194.00,6.20
63224849.00,483.00,6.90
111544445.00,415.00,7.30
112703470.00,214.00,6.60
117144465.00,288.00,6.90
84303558.00,100.00,6.20
150832203.00,713.00,6.70
51396781.00,662.00,7.60
47592825.00,255.00,6.70
50016394.00,257.00,6.20
57010853.00,548.00,7.30
62494975.00,378.00,6.00
46440491.00,78.00,7.10
44606335.00,703.00,7.10
40048332.00,339.00,5.50
64933670.00,208.00,5.60
31494270.00,522.00,7.50
31111260.00,466.00,5.40
123307945.00,171.00,4.30
153288182.00,521.00,4.90
13401683.00,588.00,7.10
137340146.00,685.00,6.40
43575716.00,63.00,4.30
80170146.00,488.00,6.10
75754670.00,342.00,7.00
33048353.00,589.00,7.70
34543701.00,289.00,5.90
242589580.00,604.00,6.70
102981571.00,741.00,6.50
180965237.00,378.00,7.10
407999255.00,1959.00,7.30
254455986.00,402.00,6.50
162831698.00,610.00,7.00
155019340.00,250.00,6.80
145771527.00,367.00,7.20
82506325.00,102.00,6.40
140459099.00,493.00,6.10
53215979.00,205.00,6.70
158115031.00,316.00,6.40
133103929.00,56.00,4.40
133668525.00,255.00,5.40
130313314.00,380.00,6.50
124590960.00,402.00,6.70
127968405.00,964.00,8.10
120136047.00,124.00,5.60
128200012.00,269.00,6.30
112225777.00,535.00,7.30
109993847.00,116.00,6.10
104054514.00,1009.00,7.70
103028109.00,203.00,6.40
101087161.00,339.00,6.80
101111837.00,318.00,6.60
95632614.00,674.00,7.20
94822707.00,560.00,6.90
92969824.00,64.00,5.20
91188905.00,805.00,4.90
90443603.00,123.00,6.30
82226474.00,424.00,5.60
79363785.00,698.00,5.50
76081498.00,162.00,6.70
85707116.00,701.00,7.60
74329966.00,164.00,5.70
100169068.00,100.00,4.60
73215310.00,216.00,7.00
80360866.00,127.00,5.20
69102910.00,370.00,5.10
65948711.00,363.00,6.60
821997.00,40.00,7.00
169692572.00,97.00,6.70
60507228.00,186.00,7.30
56684819.00,615.00,5.90
50628009.00,88.00,5.60
69772969.00,543.00,6.50
45356386.00,244.00,5.90
55350897.00,619.00,7.00
39442871.00,237.00,5.30
37899638.00,492.00,5.90
37754208.00,405.00,6.30
27779888.00,182.00,6.90
38542418.00,252.00,6.30
34566746.00,315.00,7.30
32885565.00,101.00,5.80
36073232.00,66.00,5.20
21471685.00,1308.00,2.40
20950820.00,160.00,5.70
19673424.00,232.00,5.80
19480739.00,457.00,5.60
17593391.00,376.00,6.00
18318000.00,216.00,5.80
27356090.00,117.00,6.00
17473245.00,348.00,5.70
15131330.00,64.00,6.00
19406406.00,42.00,7.80
1891821.00,301.00,4.20
23219748.00,308.00,5.60
170708996.00,1171.00,8.20
422783777.00,656.00,8.50
103812241.00,133.00,5.80
119793567.00,85.00,6.50
92930005.00,764.00,7.20
67286731.00,345.00,6.70
74158157.00,264.00,3.40
127083765.00,370.00,5.90
1339152.00,64.00,7.80
15071514.00,273.00,5.90
26000610.00,197.00,4.10
323505540.00,155.00,6.80
66462600.00,786.00,5.80
368049635.00,284.00,7.50
306124059.00,856.00,6.90
229074524.00,552.00,6.50
193136719.00,385.00,6.90
35286428.00,1206.00,7.90
157299717.00,1401.00,7.40
134568845.00,713.00,6.70
134006721.00,415.00,7.40
195329763.00,253.00,6.90
120776832.00,456.00,6.80
118823091.00,401.00,6.70
41814863.00,308.00,5.10
97360069.00,231.00,4.10
117698894.00,629.00,7.30
162001186.00,311.00,6.00
77032279.00,596.00,7.30
73023275.00,57.00,5.40
68473360.00,379.00,5.90
66636385.00,289.00,7.10
160762022.00,288.00,6.00
103338338.00,503.00,6.50
55808744.00,323.00,5.70
47379090.00,824.00,7.60
43426961.00,394.00,6.60
47000485.00,120.00,5.40
45434443.00,360.00,7.30
42044321.00,342.00,6.50
73661010.00,229.00,6.60
41523271.00,261.00,6.60
37600435.00,180.00,5.90
39251128.00,217.00,6.70
83503161.00,405.00,6.10
34636443.00,288.00,6.60
22751979.00,377.00,6.60
30013346.00,254.00,5.30
14567883.00,373.00,6.00
90820.00,119.00,6.00
5409517.00,171.00,4.70
21009180.00,222.00,6.10
94999143.00,1344.00,7.20
336029560.00,275.00,6.40
36381716.00,918.00,6.10
55585389.00,241.00,5.90
36976367.00,274.00,6.00
107225164.00,126.00,6.30
70224196.00,138.00,5.60
51814190.00,301.00,6.40
47456450.00,289.00,7.10
148213377.00,437.00,6.60
112950721.00,79.00,4.60
75600000.00,1065.00,8.40
62647540.00,657.00,7.10
183132370.00,763.00,7.40
27796042.00,376.00,6.90
32616869.00,346.00,4.50
18947630.00,124.00,7.10
114195633.00,2003.00,6.50
144156464.00,98.00,5.30
227965690.00,2335.00,6.70
436471036.00,483.00,7.20
244052771.00,584.00,7.20
152149590.00,255.00,5.50
141204016.00,737.00,5.80
162495848.00,133.00,6.00
136448821.00,158.00,6.60
120523073.00,1527.00,8.30
119654900.00,363.00,6.70
72660029.00,269.00,6.00
117541000.00,316.00,7.10
116643346.00,340.00,6.00
100614858.00,1248.00,6.90
42272747.00,1040.00,5.60
80281096.00,1283.00,5.60
219613391.00,98.00,4.50
78120196.00,742.00,7.10
98895417.00,698.00,6.50
70117571.00,515.00,6.40
83552429.00,800.00,5.80
66257002.00,816.00,8.00
65012000.00,137.00,6.20
79883359.00,488.00,7.20
78031620.00,403.00,6.10
54222000.00,380.00,7.60
52474616.00,245.00,6.30
55942830.00,423.00,6.30
40932372.00,281.00,6.30
38345403.00,492.00,7.70
37901509.00,119.00,7.00
48430355.00,141.00,5.30
30157016.00,189.00,5.60
28031250.00,814.00,5.20
33105600.00,141.00,5.40
62321039.00,271.00,6.40
38509342.00,356.00,5.90
19076815.00,196.00,6.30
25093607.00,157.00,6.50
18990542.00,289.00,3.00
14294842.00,277.00,3.60
19819494.00,126.00,5.80
13596911.00,123.00,6.20
8460990.00,54.00,5.60
7097125.00,207.00,5.40
37760080.00,618.00,6.10
5851188.00,313.00,4.20
25121291.00,279.00,6.70
18821279.00,202.00,4.20
118471320.00,568.00,6.40
300523113.00,498.00,4.90
71069884.00,445.00,6.80
251501645.00,296.00,7.70
35324232.00,62.00,5.60
81257500.00,229.00,6.40
617840.00,172.00,7.20
29655590.00,435.00,6.00
45045037.00,143.00,5.90
28965197.00,521.00,7.90
27550735.00,113.00,6.80
39380442.00,263.00,7.10
72980108.00,264.00,5.90
37516013.00,348.00,5.90
87704396.00,274.00,6.20
83892374.00,297.00,7.00
5932060.00,174.00,5.40
216119491.00,2277.00,8.60
43568507.00,346.00,6.50
182805123.00,395.00,6.40
176387405.00,467.00,7.60
33685268.00,662.00,5.50
182204440.00,720.00,7.40
171383253.00,3646.00,8.70
172071312.00,296.00,7.60
119412921.00,391.00,7.50
139225854.00,116.00,5.50
148775460.00,845.00,7.60
115731542.00,556.00,6.50
100468793.00,277.00,6.90
93771072.00,318.00,6.70
100448498.00,285.00,6.60
115603980.00,351.00,7.20
90454043.00,326.00,6.40
84049211.00,172.00,6.40
70450000.00,189.00,6.00
69688384.00,139.00,6.10
70236496.00,564.00,6.00
63695760.00,264.00,6.40
59617068.00,310.00,6.40
55637680.00,1500.00,7.30
85911262.00,213.00,5.20
53846915.00,221.00,6.60
54758461.00,238.00,6.30
52397389.00,514.00,5.90
38966057.00,157.00,6.70
42345531.00,423.00,5.40
36064910.00,211.00,6.40
33328051.00,285.00,6.70
32598931.00,265.00,6.20
28045540.00,202.00,6.10
37023395.00,2968.00,8.80
43532294.00,175.00,7.10
17218080.00,249.00,5.70
10014234.00,69.00,5.00
19059018.00,194.00,5.10
1987287.00,138.00,6.90
24407944.00,380.00,4.80
13750556.00,239.00,6.50
31054924.00,290.00,5.10
43247140.00,265.00,7.10
2208939.00,482.00,7.50
213079163.00,795.00,6.20
19548064.00,77.00,6.30
356784000.00,895.00,8.10
25052000.00,145.00,6.60
122012710.00,133.00,6.90
72413.00,86.00,6.10
58255287.00,187.00,4.30
77086030.00,602.00,6.60
65000000.00,214.00,6.80
32178777.00,250.00,3.80
15738632.00,399.00,5.90
54116191.00,1018.00,7.90
118153533.00,246.00,6.30
108012170.00,82.00,5.50
210592590.00,2073.00,7.70
279167575.00,428.00,6.30
143151473.00,320.00,7.10
136801374.00,1377.00,8.50
168213584.00,255.00,5.90
135381507.00,251.00,5.80
167735396.00,1127.00,8.10
121468960.00,849.00,7.90
106635996.00,416.00,7.20
102678089.00,274.00,6.30
125603360.00,877.00,8.10
101217900.00,353.00,7.00
104148781.00,116.00,5.50
75573300.00,172.00,6.70
93375151.00,235.00,5.20
106126012.00,497.00,7.00
93307796.00,269.00,6.10
90646554.00,289.00,6.60
109176215.00,144.00,5.50
82670733.00,97.00,5.90
82569532.00,128.00,5.40
81687587.00,360.00,6.40
80574010.00,302.00,5.70
75764085.00,322.00,6.70
90356857.00,328.00,7.10
75530832.00,452.00,6.80
75370763.00,263.00,6.50
100003492.00,836.00,7.60
90341670.00,432.00,5.50
74540762.00,323.00,6.50
80033643.00,448.00,7.00
73648142.00,643.00,5.80
71844424.00,223.00,7.30
75638743.00,411.00,6.60
66734992.00,181.00,4.40
75280058.00,279.00,7.70
64505912.00,1264.00,5.00
77862546.00,690.00,7.70
61112916.00,83.00,4.40
88200225.00,308.00,6.10
60573641.00,162.00,5.40
59035104.00,597.00,6.80
56702901.00,181.00,6.50
55994557.00,176.00,7.00
54910560.00,227.00,6.30
53789313.00,347.00,6.30
51045801.00,54.00,6.10
50818750.00,106.00,6.10
50189179.00,207.00,5.30
50024083.00,126.00,5.40
50549107.00,289.00,6.20
56443482.00,256.00,6.60
62401264.00,323.00,5.90
47748610.00,656.00,6.30
46975183.00,338.00,7.20
50807639.00,122.00,6.80
46611204.00,257.00,6.10
257756197.00,471.00,7.80
48472213.00,156.00,5.00
43060566.00,569.00,6.20
45996718.00,264.00,6.70
43337279.00,203.00,4.90
37479778.00,259.00,7.40
36965395.00,235.00,7.10
40559930.00,184.00,6.20
36830057.00,73.00,4.90
36279230.00,213.00,6.10
42194060.00,72.00,6.10
43119879.00,842.00,6.40
35096190.00,322.00,6.30
35754555.00,150.00,6.80
43290977.00,256.00,6.60
33927476.00,165.00,5.70
32122249.00,138.00,5.90
40076438.00,248.00,6.00
32940507.00,127.00,6.10
31670931.00,143.00,6.70
30695227.00,267.00,6.70
32522352.00,822.00,7.90
28424210.00,74.00,5.00
26082914.00,213.00,4.30
29136626.00,233.00,5.70
26288320.00,91.00,6.70
26616590.00,857.00,6.70
623279547.00,1722.00,8.10
30063805.00,243.00,6.10
22518325.00,644.00,5.60
13082288.00,247.00,6.60
18208078.00,281.00,6.90
14218868.00,282.00,4.80
22451.00,126.00,6.20
31165421.00,457.00,6.00
11802056.00,109.00,4.90
25472967.00,411.00,5.60
22362500.00,195.00,6.10
17281832.00,110.00,6.10
19781879.00,290.00,4.80
7605668.00,188.00,5.50
4535117.00,368.00,3.80
4426297.00,156.00,6.50
10166502.00,183.00,6.70
363024263.00,1058.00,8.10
12065985.00,88.00,4.90
350123553.00,916.00,7.30
80021740.00,154.00,6.40
48291624.00,263.00,6.70
35231365.00,85.00,3.60
53715611.00,171.00,5.70
31199215.00,120.00,6.00
29580087.00,121.00,4.70
44665963.00,281.00,6.30
60128566.00,410.00,5.90
49875589.00,273.00,5.90
60984028.00,431.00,7.50
36931089.00,198.00,5.60
51317350.00,139.00,6.40
28328132.00,147.00,6.30
51774002.00,331.00,4.30
25528495.00,220.00,5.90
113006880.00,225.00,5.50
45860039.00,221.00,6.20
329691196.00,1398.00,8.80
217326336.00,146.00,5.20
166225040.00,507.00,7.00
141600000.00,216.00,6.60
134218018.00,497.00,7.30
128769345.00,99.00,5.60
177575142.00,372.00,6.60
105263257.00,103.00,5.40
104354205.00,332.00,6.30
107100855.00,527.00,7.90
98711404.00,207.00,6.30
100328194.00,92.00,6.00
101530738.00,436.00,7.20
93815117.00,242.00,5.10
91400000.00,194.00,7.30
162586036.00,611.00,8.00
89706988.00,600.00,6.20
83000000.00,95.00,6.00
78745923.00,322.00,6.70
70098138.00,2105.00,8.10
66365290.00,358.00,6.40
66207920.00,935.00,8.00
63408614.00,149.00,6.30
58422650.00,173.00,6.40
56932305.00,293.00,6.60
68750000.00,144.00,6.40
68218041.00,108.00,6.00
25040293.00,279.00,6.60
55747724.00,73.00,5.90
55473600.00,776.00,6.40
49994804.00,194.00,6.30
41609593.00,572.00,7.30
38553833.00,155.00,6.80
76137505.00,174.00,7.20
34350553.00,207.00,5.70
34238611.00,321.00,6.00
34098563.00,232.00,6.50
33828318.00,154.00,5.80
33472850.00,119.00,5.80
31051126.00,101.00,6.70
35707327.00,387.00,7.80
20550712.00,95.00,5.60
18573791.00,89.00,5.80
51225796.00,2047.00,7.40
16264475.00,216.00,6.90
25857987.00,532.00,5.50
12870569.00,497.00,6.30
11466088.00,84.00,4.70
16088610.00,39.00,5.60
51178893.00,110.00,6.40
6768055.00,229.00,4.20
39440655.00,222.00,6.40
6167817.00,239.00,7.70
81645152.00,559.00,6.70
69951824.00,599.00,7.70
9483821.00,131.00,5.70
66676062.00,545.00,7.60
26838389.00,495.00,6.40
75604320.00,195.00,5.60
108200000.00,269.00,6.80
5660084.00,418.00,2.40
7221458.00,178.00,6.20
70327868.00,301.00,5.90
58297830.00,191.00,7.10
57386369.00,2319.00,7.60
45207112.00,190.00,5.50
62563543.00,289.00,7.00
33574332.00,415.00,7.10
73343413.00,429.00,7.40
25031037.00,532.00,7.60
22843047.00,207.00,5.90
5755286.00,63.00,5.90
164435221.00,667.00,8.00
95720716.00,640.00,7.40
118683135.00,483.00,5.80
143704210.00,611.00,6.30
110476776.00,211.00,5.70
80270227.00,612.00,5.10
36385763.00,1448.00,7.60
37035845.00,149.00,6.40
34580635.00,549.00,7.40
42438300.00,533.00,8.20
23324666.00,211.00,6.50
23020488.00,180.00,5.50
90567722.00,481.00,6.50
72601713.00,155.00,5.60
35092918.00,110.00,4.90
296623634.00,919.00,4.60
267652016.00,945.00,7.90
62453315.00,407.00,7.10
165500000.00,322.00,6.90
153620822.00,318.00,7.30
218628680.00,623.00,7.00
147637474.00,470.00,7.70
135014968.00,375.00,6.70
2175312.00,346.00,6.30
126203320.00,309.00,5.80
126975169.00,849.00,7.10
125548685.00,498.00,7.30
105807520.00,357.00,6.40
191616238.00,322.00,7.10
105264608.00,406.00,7.60
97680195.00,243.00,6.80
126088877.00,110.00,6.60
91030827.00,252.00,6.70
150315155.00,130.00,6.10
127997349.00,779.00,6.00
88504640.00,646.00,7.60
81517441.00,394.00,7.10
81022333.00,147.00,5.00
75621915.00,199.00,7.10
79948113.00,791.00,6.20
88658172.00,242.00,5.60
75888270.00,560.00,5.40
84244877.00,292.00,7.40
75367693.00,232.00,5.00
73701902.00,209.00,5.20
75605492.00,312.00,7.60
67823573.00,130.00,6.60
91439400.00,384.00,7.00
67128202.00,110.00,5.70
70496802.00,2042.00,8.20
60470220.00,192.00,6.20
58336565.00,118.00,6.60
66002004.00,168.00,4.70
54997476.00,248.00,6.30
55682070.00,304.00,6.10
52752475.00,533.00,6.70
55092830.00,329.00,6.10
50815288.00,625.00,7.00
52822418.00,219.00,7.40
50150619.00,102.00,7.30
48745150.00,306.00,5.80
50007168.00,142.00,6.70
48154732.00,142.00,5.80
48265581.00,506.00,7.80
46982632.00,1740.00,6.60
44737059.00,261.00,6.50
56724080.00,181.00,6.70
44484065.00,279.00,7.30
47553512.00,210.00,5.80
42610000.00,114.00,5.50
41482207.00,148.00,6.30
47105085.00,275.00,7.40
41256277.00,156.00,5.90
50740078.00,672.00,6.20
40203020.00,259.00,5.90
40905277.00,157.00,6.50
38590500.00,140.00,4.40
39177541.00,177.00,3.50
39778599.00,548.00,6.60
37486138.00,106.00,6.00
38105077.00,194.00,6.40
35168395.00,226.00,6.50
32800000.00,118.00,4.30
33643461.00,65.00,4.20
32741596.00,323.00,6.50
31874869.00,302.00,6.10
30306268.00,84.00,6.30
27667947.00,392.00,6.20
27067160.00,150.00,5.90
26616999.00,347.00,5.90
26536120.00,286.00,6.50
26199517.00,260.00,6.40
25450527.00,190.00,6.50
25407250.00,227.00,5.70
23159305.00,514.00,8.00
24006726.00,632.00,7.30
20389967.00,47.00,6.70
19593740.00,420.00,7.50
19118247.00,94.00,5.40
26442251.00,205.00,6.60
17114882.00,398.00,7.70
18472363.00,208.00,5.80
14131298.00,390.00,6.40
21557240.00,274.00,5.60
21283440.00,137.00,6.00
10556196.00,73.00,6.20
16671505.00,78.00,5.90
10400000.00,90.00,5.10
9528092.00,127.00,6.80
10137232.00,374.00,6.00
9795017.00,70.00,5.10
20488579.00,245.00,5.80
19445217.00,258.00,6.20
